Season,Season_end,Lg,franchID,Team,W,L,Finals_W,Finals_RU
1946-47,1947,BAA,BOS,Boston Celtics,22,38,N,N
1946-47,1947,BAA,NYK,New York Knicks,33,27,N,N
1946-47,1947,BAA,WAR,Philadelphia Warriors,35,25,Y,N
1947-48,1948,BAA,BOS,Boston Celtics,20,28,N,N
1947-48,1948,BAA,NYK,New York Knicks,26,22,N,N
1947-48,1948,BAA,WAR,Philadelphia Warriors,27,21,N,Y
1948-49,1949,BAA,BOS,Boston Celtics,25,35,N,N
1948-49,1949,BAA,DET,Fort Wayne Pistons,22,38,N,N
1948-49,1949,BAA,MINL,Minneapolis Lakers,44,16,Y,N
1948-49,1949,BAA,NYK,New York Knicks,32,28,N,N
1948-49,1949,BAA,SAC,Rochester Royals,45,15,N,N
1948-49,1949,BAA,WAR,Philadelphia Warriors,28,32,N,N
1949-50,1950,NBA,ATL,Tri-Cities Blackhawks,29,35,N,N
1949-50,1950,NBA,BOS,Boston Celtics,22,46,N,N
1949-50,1950,NBA,DET,Fort Wayne Pistons,40,28,N,N
1949-50,1950,NBA,MINL,Minneapolis Lakers,51,17,Y,N
1949-50,1950,NBA,NYK,New York Knicks,40,28,N,N
1949-50,1950,NBA,PHI,Syracuse Nationals,51,13,N,Y
1949-50,1950,NBA,SAC,Rochester Royals,51,17,N,N
1949-50,1950,NBA,WAR,Philadelphia Warriors,26,42,N,N
1950-51,1951,NBA,ATL,Tri-Cities Blackhawks,25,43,N,N
1950-51,1951,NBA,BOS,Boston Celtics,39,30,N,N
1950-51,1951,NBA,DET,Fort Wayne Pistons,32,36,N,N
1950-51,1951,NBA,MINL,Minneapolis Lakers,44,24,N,N
1950-51,1951,NBA,NYK,New York Knicks,36,30,N,Y
1950-51,1951,NBA,PHI,Syracuse Nationals,32,34,N,N
1950-51,1951,NBA,SAC,Rochester Royals,41,27,Y,N
1950-51,1951,NBA,WAR,Philadelphia Warriors,40,26,N,N
1951-52,1952,NBA,ATL,Milwaukee Hawks,17,49,N,N
1951-52,1952,NBA,BOS,Boston Celtics,39,27,N,N
1951-52,1952,NBA,DET,Fort Wayne Pistons,29,37,N,N
1951-52,1952,NBA,MINL,Minneapolis Lakers,40,26,Y,N
1951-52,1952,NBA,NYK,New York Knicks,37,29,N,Y
1951-52,1952,NBA,PHI,Syracuse Nationals,40,26,N,N
1951-52,1952,NBA,SAC,Rochester Royals,41,25,N,N
1951-52,1952,NBA,WAR,Philadelphia Warriors,33,33,N,N
1952-53,1953,NBA,ATL,Milwaukee Hawks,27,44,N,N
1952-53,1953,NBA,BOS,Boston Celtics,46,25,N,N
1952-53,1953,NBA,DET,Fort Wayne Pistons,36,33,N,N
1952-53,1953,NBA,MINL,Minneapolis Lakers,48,22,Y,N
1952-53,1953,NBA,NYK,New York Knicks,47,23,N,Y
1952-53,1953,NBA,PHI,Syracuse Nationals,47,24,N,N
1952-53,1953,NBA,SAC,Rochester Royals,44,26,N,N
1952-53,1953,NBA,WAR,Philadelphia Warriors,12,57,N,N
1953-54,1954,NBA,ATL,Milwaukee Hawks,21,51,N,N
1953-54,1954,NBA,BOS,Boston Celtics,42,30,N,N
1953-54,1954,NBA,DET,Fort Wayne Pistons,40,32,N,N
1953-54,1954,NBA,MINL,Minneapolis Lakers,46,26,Y,N
1953-54,1954,NBA,NYK,New York Knicks,44,28,N,N
1953-54,1954,NBA,PHI,Syracuse Nationals,42,30,N,Y
1953-54,1954,NBA,SAC,Rochester Royals,44,28,N,N
1953-54,1954,NBA,WAR,Philadelphia Warriors,29,43,N,N
1954-55,1955,NBA,ATL,Milwaukee Hawks,26,46,N,N
1954-55,1955,NBA,BOS,Boston Celtics,36,36,N,N
1954-55,1955,NBA,DET,Fort Wayne Pistons,43,29,N,Y
1954-55,1955,NBA,MINL,Minneapolis Lakers,40,32,N,N
1954-55,1955,NBA,NYK,New York Knicks,38,34,N,N
1954-55,1955,NBA,PHI,Syracuse Nationals,43,29,Y,N
1954-55,1955,NBA,SAC,Rochester Royals,29,43,N,N
1954-55,1955,NBA,WAR,Philadelphia Warriors,33,39,N,N
1955-56,1956,NBA,ATL,St. Louis Hawks,33,39,N,N
1955-56,1956,NBA,BOS,Boston Celtics,39,33,N,N
1955-56,1956,NBA,DET,Fort Wayne Pistons,37,35,N,Y
1955-56,1956,NBA,MINL,Minneapolis Lakers,33,39,N,N
1955-56,1956,NBA,NYK,New York Knicks,35,37,N,N
1955-56,1956,NBA,PHI,Syracuse Nationals,35,37,N,N
1955-56,1956,NBA,SAC,Rochester Royals,31,41,N,N
1955-56,1956,NBA,WAR,Philadelphia Warriors,45,27,Y,N
1956-57,1957,NBA,ATL,St. Louis Hawks,34,38,N,Y
1956-57,1957,NBA,BOS,Boston Celtics,44,28,Y,N
1956-57,1957,NBA,DET,Fort Wayne Pistons,34,38,N,N
1956-57,1957,NBA,MINL,Minneapolis Lakers,34,38,N,N
1956-57,1957,NBA,NYK,New York Knicks,36,36,N,N
1956-57,1957,NBA,PHI,Syracuse Nationals,38,34,N,N
1956-57,1957,NBA,SAC,Rochester Royals,31,41,N,N
1956-57,1957,NBA,WAR,Philadelphia Warriors,37,35,N,N
1957-58,1958,NBA,ATL,St. Louis Hawks,41,31,Y,N
1957-58,1958,NBA,BOS,Boston Celtics,49,23,N,Y
1957-58,1958,NBA,DET,Detroit Pistons,33,39,N,N
1957-58,1958,NBA,MINL,Minneapolis Lakers,19,53,N,N
1957-58,1958,NBA,NYK,New York Knicks,35,37,N,N
1957-58,1958,NBA,PHI,Syracuse Nationals,41,31,N,N
1957-58,1958,NBA,SAC,Cincinnati Royals,33,39,N,N
1957-58,1958,NBA,WAR,Philadelphia Warriors,37,35,N,N
1958-59,1959,NBA,ATL,St. Louis Hawks,49,23,N,N
1958-59,1959,NBA,BOS,Boston Celtics,52,20,Y,N
1958-59,1959,NBA,DET,Detroit Pistons,28,44,N,N
1958-59,1959,NBA,MINL,Minneapolis Lakers,33,39,N,Y
1958-59,1959,NBA,NYK,New York Knicks,40,32,N,N
1958-59,1959,NBA,PHI,Syracuse Nationals,35,37,N,N
1958-59,1959,NBA,SAC,Cincinnati Royals,19,53,N,N
1958-59,1959,NBA,WAR,Philadelphia Warriors,32,40,N,N
1959-60,1960,NBA,ATL,St. Louis Hawks,46,29,N,Y
1959-60,1960,NBA,BOS,Boston Celtics,59,16,Y,N
1959-60,1960,NBA,DET,Detroit Pistons,30,45,N,N
1959-60,1960,NBA,MINL,Minneapolis Lakers,25,50,N,N
1959-60,1960,NBA,NYK,New York Knicks,27,48,N,N
1959-60,1960,NBA,PHI,Syracuse Nationals,45,30,N,N
1959-60,1960,NBA,SAC,Cincinnati Royals,19,56,N,N
1959-60,1960,NBA,WAR,Philadelphia Warriors,49,26,N,N
1960-61,1961,NBA,ATL,St. Louis Hawks,51,28,N,Y
1960-61,1961,NBA,BOS,Boston Celtics,57,22,Y,N
1960-61,1961,NBA,DET,Detroit Pistons,34,45,N,N
1960-61,1961,NBA,MINL,Los Angeles Lakers,36,43,N,N
1960-61,1961,NBA,NYK,New York Knicks,21,58,N,N
1960-61,1961,NBA,PHI,Syracuse Nationals,38,41,N,N
1960-61,1961,NBA,SAC,Cincinnati Royals,33,46,N,N
1960-61,1961,NBA,WAR,Philadelphia Warriors,46,33,N,N
1961-62,1962,NBA,ATL,St. Louis Hawks,29,51,N,N
1961-62,1962,NBA,BOS,Boston Celtics,60,20,Y,N
1961-62,1962,NBA,CHIP,Chicago Packers,18,62,N,N
1961-62,1962,NBA,DET,Detroit Pistons,37,43,N,N
1961-62,1962,NBA,MINL,Los Angeles Lakers,54,26,N,Y
1961-62,1962,NBA,NYK,New York Knicks,29,51,N,N
1961-62,1962,NBA,PHI,Syracuse Nationals,41,39,N,N
1961-62,1962,NBA,SAC,Cincinnati Royals,43,37,N,N
1961-62,1962,NBA,WAR,Philadelphia Warriors,49,31,N,N
1962-63,1963,NBA,ATL,St. Louis Hawks,48,32,N,N
1962-63,1963,NBA,BOS,Boston Celtics,58,22,Y,N
1962-63,1963,NBA,CHIP,Chicago Zephyrs,25,55,N,N
1962-63,1963,NBA,DET,Detroit Pistons,34,46,N,N
1962-63,1963,NBA,MINL,Los Angeles Lakers,53,27,N,Y
1962-63,1963,NBA,NYK,New York Knicks,21,59,N,N
1962-63,1963,NBA,PHI,Syracuse Nationals,48,32,N,N
1962-63,1963,NBA,SAC,Cincinnati Royals,42,38,N,N
1962-63,1963,NBA,WAR,San Francisco Warriors,31,49,N,N
1963-64,1964,NBA,ATL,St. Louis Hawks,46,34,N,N
1963-64,1964,NBA,BOS,Boston Celtics,59,21,Y,N
1963-64,1964,NBA,CHIP,Baltimore Bullets,31,49,N,N
1963-64,1964,NBA,DET,Detroit Pistons,23,57,N,N
1963-64,1964,NBA,MINL,Los Angeles Lakers,42,38,N,N
1963-64,1964,NBA,NYK,New York Knicks,22,58,N,N
1963-64,1964,NBA,PHI,Philadelphia 76ers,34,46,N,N
1963-64,1964,NBA,SAC,Cincinnati Royals,55,25,N,N
1963-64,1964,NBA,WAR,San Francisco Warriors,48,32,N,Y
1964-65,1965,NBA,ATL,St. Louis Hawks,45,35,N,N
1964-65,1965,NBA,BOS,Boston Celtics,62,18,Y,N
1964-65,1965,NBA,CHIP,Baltimore Bullets,37,43,N,N
1964-65,1965,NBA,DET,Detroit Pistons,31,49,N,N
1964-65,1965,NBA,MINL,Los Angeles Lakers,49,31,N,Y
1964-65,1965,NBA,NYK,New York Knicks,31,49,N,N
1964-65,1965,NBA,PHI,Philadelphia 76ers,40,40,N,N
1964-65,1965,NBA,SAC,Cincinnati Royals,48,32,N,N
1964-65,1965,NBA,WAR,San Francisco Warriors,17,63,N,N
1965-66,1966,NBA,ATL,St. Louis Hawks,36,44,N,N
1965-66,1966,NBA,BOS,Boston Celtics,54,26,Y,N
1965-66,1966,NBA,CHIP,Baltimore Bullets,38,42,N,N
1965-66,1966,NBA,DET,Detroit Pistons,22,58,N,N
1965-66,1966,NBA,MINL,Los Angeles Lakers,45,35,N,Y
1965-66,1966,NBA,NYK,New York Knicks,30,50,N,N
1965-66,1966,NBA,PHI,Philadelphia 76ers,55,25,N,N
1965-66,1966,NBA,SAC,Cincinnati Royals,45,35,N,N
1965-66,1966,NBA,WAR,San Francisco Warriors,35,45,N,N
1966-67,1967,NBA,ATL,St. Louis Hawks,39,42,N,N
1966-67,1967,NBA,BOS,Boston Celtics,60,21,N,N
1966-67,1967,NBA,CHI,Chicago Bulls,33,48,N,N
1966-67,1967,NBA,CHIP,Baltimore Bullets,20,61,N,N
1966-67,1967,NBA,DET,Detroit Pistons,30,51,N,N
1966-67,1967,NBA,MINL,Los Angeles Lakers,36,45,N,N
1966-67,1967,NBA,NYK,New York Knicks,36,45,N,N
1966-67,1967,NBA,PHI,Philadelphia 76ers,68,13,Y,N
1966-67,1967,NBA,SAC,Cincinnati Royals,39,42,N,N
1966-67,1967,NBA,WAR,San Francisco Warriors,44,37,N,Y
1967-68,1968,NBA,ATL,St. Louis Hawks,56,26,N,N
1967-68,1968,NBA,BOS,Boston Celtics,54,28,Y,N
1967-68,1968,NBA,CHI,Chicago Bulls,29,53,N,N
1967-68,1968,NBA,CHIP,Baltimore Bullets,36,46,N,N
1967-68,1968,ABA,DEN,Denver Rockets,45,33,N,N
1967-68,1968,NBA,DET,Detroit Pistons,40,42,N,N
1967-68,1968,NBA,HOU,San Diego Rockets,15,67,N,N
1967-68,1968,ABA,IND,Indiana Pacers,38,40,N,N
1967-68,1968,NBA,MINL,Los Angeles Lakers,52,30,N,Y
1967-68,1968,ABA,NJN,New Jersey Americans,36,42,N,N
1967-68,1968,NBA,NYK,New York Knicks,43,39,N,N
1967-68,1968,NBA,PHI,Philadelphia 76ers,62,20,N,N
1967-68,1968,NBA,SAC,Cincinnati Royals,39,43,N,N
1967-68,1968,ABA,SAP,Dallas Chaparrals,46,32,N,N
1967-68,1968,NBA,SEA,Seattle SuperSonics,23,59,N,N
1967-68,1968,NBA,WAR,San Francisco Warriors,43,39,N,N
1968-69,1969,NBA,ATL,Atlanta Hawks,48,34,N,N
1968-69,1969,NBA,BOS,Boston Celtics,48,34,Y,N
1968-69,1969,NBA,CHI,Chicago Bulls,33,49,N,N
1968-69,1969,NBA,CHIP,Baltimore Bullets,57,25,N,N
1968-69,1969,ABA,DEN,Denver Rockets,44,34,N,N
1968-69,1969,NBA,DET,Detroit Pistons,32,50,N,N
1968-69,1969,NBA,HOU,San Diego Rockets,37,45,N,N
1968-69,1969,ABA,IND,Indiana Pacers,44,34,N,Y
1968-69,1969,NBA,MIL,Milwaukee Bucks,27,55,N,N
1968-69,1969,NBA,MINL,Los Angeles Lakers,55,27,N,Y
1968-69,1969,ABA,NJN,New York Nets,17,61,N,N
1968-69,1969,NBA,NYK,New York Knicks,54,28,N,N
1968-69,1969,NBA,PHE,Phoenix Suns,16,66,N,N
1968-69,1969,NBA,PHI,Philadelphia 76ers,55,27,N,N
1968-69,1969,NBA,SAC,Cincinnati Royals,41,41,N,N
1968-69,1969,ABA,SAP,Dallas Chaparrals,41,37,N,N
1968-69,1969,NBA,SEA,Seattle SuperSonics,30,52,N,N
1968-69,1969,NBA,WAR,San Francisco Warriors,41,41,N,N
1969-70,1970,NBA,ATL,Atlanta Hawks,48,34,N,N
1969-70,1970,NBA,BOS,Boston Celtics,34,48,N,N
1969-70,1970,NBA,CHI,Chicago Bulls,39,43,N,N
1969-70,1970,NBA,CHIP,Baltimore Bullets,50,32,N,N
1969-70,1970,ABA,DEN,Denver Rockets,51,33,N,N
1969-70,1970,NBA,DET,Detroit Pistons,31,51,N,N
1969-70,1970,NBA,HOU,San Diego Rockets,27,55,N,N
1969-70,1970,ABA,IND,Indiana Pacers,59,25,Y,N
1969-70,1970,NBA,MIL,Milwaukee Bucks,56,26,N,N
1969-70,1970,NBA,MINL,Los Angeles Lakers,46,36,N,Y
1969-70,1970,ABA,NJN,New York Nets,39,45,N,N
1969-70,1970,NBA,NYK,New York Knicks,60,22,Y,N
1969-70,1970,NBA,PHE,Phoenix Suns,39,43,N,N
1969-70,1970,NBA,PHI,Philadelphia 76ers,42,40,N,N
1969-70,1970,NBA,SAC,Cincinnati Royals,36,46,N,N
1969-70,1970,ABA,SAP,Dallas Chaparrals,45,39,N,N
1969-70,1970,NBA,SEA,Seattle SuperSonics,36,46,N,N
1969-70,1970,NBA,WAR,San Francisco Warriors,30,52,N,N
1970-71,1971,NBA,ATL,Atlanta Hawks,36,46,N,N
1970-71,1971,NBA,BOS,Boston Celtics,44,38,N,N
1970-71,1971,NBA,CHI,Chicago Bulls,51,31,N,N
1970-71,1971,NBA,CHIP,Baltimore Bullets,42,40,N,Y
1970-71,1971,NBA,CLE,Cleveland Cavaliers,15,67,N,N
1970-71,1971,ABA,DEN,Denver Rockets,30,54,N,N
1970-71,1971,NBA,DET,Detroit Pistons,45,37,N,N
1970-71,1971,NBA,HOU,San Diego Rockets,40,42,N,N
1970-71,1971,ABA,IND,Indiana Pacers,58,26,N,N
1970-71,1971,NBA,LAC,Buffalo Braves,22,60,N,N
1970-71,1971,NBA,MIL,Milwaukee Bucks,66,16,Y,N
1970-71,1971,NBA,MINL,Los Angeles Lakers,48,34,N,N
1970-71,1971,ABA,NJN,New York Nets,40,44,N,N
1970-71,1971,NBA,NYK,New York Knicks,52,30,N,N
1970-71,1971,NBA,PHE,Phoenix Suns,48,34,N,N
1970-71,1971,NBA,PHI,Philadelphia 76ers,47,35,N,N
1970-71,1971,NBA,POR,Portland Trail Blazers,29,53,N,N
1970-71,1971,NBA,SAC,Cincinnati Royals,33,49,N,N
1970-71,1971,ABA,SAP,Texas Chaparrals,30,54,N,N
1970-71,1971,NBA,SEA,Seattle SuperSonics,38,44,N,N
1970-71,1971,NBA,WAR,San Francisco Warriors,41,41,N,N
1971-72,1972,NBA,ATL,Atlanta Hawks,36,46,N,N
1971-72,1972,NBA,BOS,Boston Celtics,56,26,N,N
1971-72,1972,NBA,CHI,Chicago Bulls,57,25,N,N
1971-72,1972,NBA,CHIP,Baltimore Bullets,38,44,N,N
1971-72,1972,NBA,CLE,Cleveland Cavaliers,23,59,N,N
1971-72,1972,ABA,DEN,Denver Rockets,34,50,N,N
1971-72,1972,NBA,DET,Detroit Pistons,26,56,N,N
1971-72,1972,NBA,HOU,Houston Rockets,34,48,N,N
1971-72,1972,ABA,IND,Indiana Pacers,47,37,Y,N
1971-72,1972,NBA,LAC,Buffalo Braves,22,60,N,N
1971-72,1972,NBA,MIL,Milwaukee Bucks,63,19,N,N
1971-72,1972,NBA,MINL,Los Angeles Lakers,69,13,Y,N
1971-72,1972,ABA,NJN,New York Nets,44,40,N,Y
1971-72,1972,NBA,NYK,New York Knicks,48,34,N,Y
1971-72,1972,NBA,PHE,Phoenix Suns,49,33,N,N
1971-72,1972,NBA,PHI,Philadelphia 76ers,30,52,N,N
1971-72,1972,NBA,POR,Portland Trail Blazers,18,64,N,N
1971-72,1972,NBA,SAC,Cincinnati Royals,30,52,N,N
1971-72,1972,ABA,SAP,Dallas Chaparrals,42,42,N,N
1971-72,1972,NBA,SEA,Seattle SuperSonics,47,35,N,N
1971-72,1972,NBA,WAR,Golden State Warriors,51,31,N,N
1972-73,1973,NBA,ATL,Atlanta Hawks,46,36,N,N
1972-73,1973,NBA,BOS,Boston Celtics,68,14,N,N
1972-73,1973,NBA,CHI,Chicago Bulls,51,31,N,N
1972-73,1973,NBA,CHIP,Baltimore Bullets,52,30,N,N
1972-73,1973,NBA,CLE,Cleveland Cavaliers,32,50,N,N
1972-73,1973,ABA,DEN,Denver Rockets,47,37,N,N
1972-73,1973,NBA,DET,Detroit Pistons,40,42,N,N
1972-73,1973,NBA,HOU,Houston Rockets,33,49,N,N
1972-73,1973,ABA,IND,Indiana Pacers,51,33,Y,N
1972-73,1973,NBA,LAC,Buffalo Braves,21,61,N,N
1972-73,1973,NBA,MIL,Milwaukee Bucks,60,22,N,N
1972-73,1973,NBA,MINL,Los Angeles Lakers,60,22,N,Y
1972-73,1973,ABA,NJN,New York Nets,30,54,N,N
1972-73,1973,NBA,NYK,New York Knicks,57,25,Y,N
1972-73,1973,NBA,PHE,Phoenix Suns,38,44,N,N
1972-73,1973,NBA,PHI,Philadelphia 76ers,9,73,N,N
1972-73,1973,NBA,POR,Portland Trail Blazers,21,61,N,N
1972-73,1973,NBA,SAC,Kansas City-Omaha Kings,36,46,N,N
1972-73,1973,ABA,SAP,Dallas Chaparrals,28,56,N,N
1972-73,1973,NBA,SEA,Seattle SuperSonics,26,56,N,N
1972-73,1973,NBA,WAR,Golden State Warriors,47,35,N,N
1973-74,1974,NBA,ATL,Atlanta Hawks,35,47,N,N
1973-74,1974,NBA,BOS,Boston Celtics,56,26,Y,N
1973-74,1974,NBA,CHI,Chicago Bulls,54,28,N,N
1973-74,1974,NBA,CHIP,Capital Bullets,47,35,N,N
1973-74,1974,NBA,CLE,Cleveland Cavaliers,29,53,N,N
1973-74,1974,ABA,DEN,Denver Rockets,37,47,N,N
1973-74,1974,NBA,DET,Detroit Pistons,52,30,N,N
1973-74,1974,NBA,HOU,Houston Rockets,32,50,N,N
1973-74,1974,ABA,IND,Indiana Pacers,46,38,N,N
1973-74,1974,NBA,LAC,Buffalo Braves,42,40,N,N
1973-74,1974,NBA,MIL,Milwaukee Bucks,59,23,N,Y
1973-74,1974,NBA,MINL,Los Angeles Lakers,47,35,N,N
1973-74,1974,ABA,NJN,New York Nets,55,29,Y,N
1973-74,1974,NBA,NYK,New York Knicks,49,33,N,N
1973-74,1974,NBA,PHE,Phoenix Suns,30,52,N,N
1973-74,1974,NBA,PHI,Philadelphia 76ers,25,57,N,N
1973-74,1974,NBA,POR,Portland Trail Blazers,27,55,N,N
1973-74,1974,NBA,SAC,Kansas City-Omaha Kings,33,49,N,N
1973-74,1974,ABA,SAP,San Antonio Spurs,45,39,N,N
1973-74,1974,NBA,SEA,Seattle SuperSonics,36,46,N,N
1973-74,1974,NBA,WAR,Golden State Warriors,44,38,N,N
1974-75,1975,NBA,ATL,Atlanta Hawks,31,51,N,N
1974-75,1975,NBA,BOS,Boston Celtics,60,22,N,N
1974-75,1975,NBA,CHI,Chicago Bulls,47,35,N,N
1974-75,1975,NBA,CHIP,Washington Bullets,60,22,N,Y
1974-75,1975,NBA,CLE,Cleveland Cavaliers,40,42,N,N
1974-75,1975,ABA,DEN,Denver Nuggets,65,19,N,N
1974-75,1975,NBA,DET,Detroit Pistons,40,42,N,N
1974-75,1975,NBA,HOU,Houston Rockets,41,41,N,N
1974-75,1975,ABA,IND,Indiana Pacers,45,39,N,Y
1974-75,1975,NBA,LAC,Buffalo Braves,49,33,N,N
1974-75,1975,NBA,MIL,Milwaukee Bucks,38,44,N,N
1974-75,1975,NBA,MINL,Los Angeles Lakers,30,52,N,N
1974-75,1975,ABA,NJN,New York Nets,58,26,N,N
1974-75,1975,NBA,NOJ,New Orleans Jazz,23,59,N,N
1974-75,1975,NBA,NYK,New York Knicks,40,42,N,N
1974-75,1975,NBA,PHE,Phoenix Suns,32,50,N,N
1974-75,1975,NBA,PHI,Philadelphia 76ers,34,48,N,N
1974-75,1975,NBA,POR,Portland Trail Blazers,38,44,N,N
1974-75,1975,NBA,SAC,Kansas City-Omaha Kings,44,38,N,N
1974-75,1975,ABA,SAP,San Antonio Spurs,51,33,N,N
1974-75,1975,NBA,SEA,Seattle SuperSonics,43,39,N,N
1974-75,1975,NBA,WAR,Golden State Warriors,48,34,Y,N
1975-76,1976,NBA,ATL,Atlanta Hawks,29,53,N,N
1975-76,1976,NBA,BOS,Boston Celtics,54,28,Y,N
1975-76,1976,NBA,CHI,Chicago Bulls,24,58,N,N
1975-76,1976,NBA,CHIP,Washington Bullets,48,34,N,N
1975-76,1976,NBA,CLE,Cleveland Cavaliers,49,33,N,N
1975-76,1976,ABA,DEN,Denver Nuggets,60,24,N,Y
1975-76,1976,NBA,DET,Detroit Pistons,36,46,N,N
1975-76,1976,NBA,HOU,Houston Rockets,40,42,N,N
1975-76,1976,ABA,IND,Indiana Pacers,39,45,N,N
1975-76,1976,NBA,LAC,Buffalo Braves,46,36,N,N
1975-76,1976,NBA,MIL,Milwaukee Bucks,38,44,N,N
1975-76,1976,NBA,MINL,Los Angeles Lakers,40,42,N,N
1975-76,1976,ABA,NJN,New York Nets,55,29,Y,N
1975-76,1976,NBA,NOJ,New Orleans Jazz,38,44,N,N
1975-76,1976,NBA,NYK,New York Knicks,38,44,N,N
1975-76,1976,NBA,PHE,Phoenix Suns,42,40,N,Y
1975-76,1976,NBA,PHI,Philadelphia 76ers,46,36,N,N
1975-76,1976,NBA,POR,Portland Trail Blazers,37,45,N,N
1975-76,1976,NBA,SAC,Kansas City Kings,31,51,N,N
1975-76,1976,ABA,SAP,San Antonio Spurs,50,34,N,N
1975-76,1976,NBA,SEA,Seattle SuperSonics,43,39,N,N
1975-76,1976,NBA,WAR,Golden State Warriors,59,23,N,N
1976-77,1977,NBA,ATL,Atlanta Hawks,31,51,N,N
1976-77,1977,NBA,BOS,Boston Celtics,44,38,N,N
1976-77,1977,NBA,CHI,Chicago Bulls,44,38,N,N
1976-77,1977,NBA,CHIP,Washington Bullets,48,34,N,N
1976-77,1977,NBA,CLE,Cleveland Cavaliers,43,39,N,N
1976-77,1977,NBA,DEN,Denver Nuggets,50,32,N,N
1976-77,1977,NBA,DET,Detroit Pistons,44,38,N,N
1976-77,1977,NBA,HOU,Houston Rockets,49,33,N,N
1976-77,1977,NBA,IND,Indiana Pacers,36,46,N,N
1976-77,1977,NBA,LAC,Buffalo Braves,30,52,N,N
1976-77,1977,NBA,MIL,Milwaukee Bucks,30,52,N,N
1976-77,1977,NBA,MINL,Los Angeles Lakers,53,29,N,N
1976-77,1977,NBA,NJN,New York Nets,22,60,N,N
1976-77,1977,NBA,NOJ,New Orleans Jazz,35,47,N,N
1976-77,1977,NBA,NYK,New York Knicks,40,42,N,N
1976-77,1977,NBA,PHE,Phoenix Suns,34,48,N,N
1976-77,1977,NBA,PHI,Philadelphia 76ers,50,32,N,Y
1976-77,1977,NBA,POR,Portland Trail Blazers,49,33,Y,N
1976-77,1977,NBA,SAC,Kansas City Kings,40,42,N,N
1976-77,1977,NBA,SAP,San Antonio Spurs,44,38,N,N
1976-77,1977,NBA,SEA,Seattle SuperSonics,40,42,N,N
1976-77,1977,NBA,WAR,Golden State Warriors,46,36,N,N
1977-78,1978,NBA,ATL,Atlanta Hawks,41,41,N,N
1977-78,1978,NBA,BOS,Boston Celtics,32,50,N,N
1977-78,1978,NBA,CHI,Chicago Bulls,40,42,N,N
1977-78,1978,NBA,CHIP,Washington Bullets,44,38,Y,N
1977-78,1978,NBA,CLE,Cleveland Cavaliers,43,39,N,N
1977-78,1978,NBA,DEN,Denver Nuggets,48,34,N,N
1977-78,1978,NBA,DET,Detroit Pistons,38,44,N,N
1977-78,1978,NBA,HOU,Houston Rockets,28,54,N,N
1977-78,1978,NBA,IND,Indiana Pacers,31,51,N,N
1977-78,1978,NBA,LAC,Buffalo Braves,27,55,N,N
1977-78,1978,NBA,MIL,Milwaukee Bucks,44,38,N,N
1977-78,1978,NBA,MINL,Los Angeles Lakers,45,37,N,N
1977-78,1978,NBA,NJN,New Jersey Nets,24,58,N,N
1977-78,1978,NBA,NOJ,New Orleans Jazz,39,43,N,N
1977-78,1978,NBA,NYK,New York Knicks,43,39,N,N
1977-78,1978,NBA,PHE,Phoenix Suns,49,33,N,N
1977-78,1978,NBA,PHI,Philadelphia 76ers,55,27,N,N
1977-78,1978,NBA,POR,Portland Trail Blazers,58,24,N,N
1977-78,1978,NBA,SAC,Kansas City Kings,31,51,N,N
1977-78,1978,NBA,SAP,San Antonio Spurs,52,30,N,N
1977-78,1978,NBA,SEA,Seattle SuperSonics,47,35,N,Y
1977-78,1978,NBA,WAR,Golden State Warriors,43,39,N,N
1978-79,1979,NBA,ATL,Atlanta Hawks,46,36,N,N
1978-79,1979,NBA,BOS,Boston Celtics,29,53,N,N
1978-79,1979,NBA,CHI,Chicago Bulls,31,51,N,N
