yearID,lgID,tmID,franchID,name,confID,divID,playoff,G,W,L,T,OTL
2000,NHL,DET,DET,Detroit Red Wings,WC,CE,CQF,82,49,20,9,4
2000,NHL,EDM,EDM,Edmonton Oilers,WC,NW,CQF,82,39,28,12,3
2000,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,22,38,13,9
2000,NHL,LAK,LAK,Los Angeles Kings,WC,PC,CSF,82,38,28,13,3
2000,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,25,39,13,5
2000,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,28,40,8,6
2000,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,34,36,9,3
2000,NHL,NJD,NJD,New Jersey Devils,EC,AT,F,82,48,19,12,3
2000,NHL,NYI,NYI,New York Islanders,EC,AT,,82,21,51,7,3
2000,NHL,NYR,NYR,New York Rangers,EC,AT,,82,33,43,5,1
2000,NHL,OTT,OTT,Ottawa Senators,EC,NE,CQF,82,48,21,9,4
2000,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CQF,82,43,25,11,3
2000,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,35,27,17,3
2000,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,CF,82,42,28,9,3
2000,NHL,SJS,SJS,San Jose Sharks,WC,PC,CQF,82,40,27,12,3
2000,NHL,STL,STL,St. Louis Blues,WC,CE,CF,82,43,22,12,5
2000,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,24,47,6,5
2000,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,CSF,82,37,29,11,5
2000,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CQF,82,36,28,11,7
2000,NHL,WAS,WAS,Washington Capitals,EC,SE,CQF,82,41,27,10,4
2001,NHL,ANA,ANA,Mighty Ducks of Anaheim,WC,PC,,82,29,42,8,3
2001,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,19,47,11,5
2001,NHL,BOS,BOS,Boston Bruins,EC,NE,CQF,82,43,24,6,9
2001,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,35,35,11,1
2001,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,32,35,12,3
2001,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,F,82,35,26,16,5
2001,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,22,47,8,5
2001,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,CQF,82,41,27,13,1
2001,NHL,COL,COL,Colorado Avalanche,WC,NW,CF,82,45,28,8,1
2001,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,36,28,13,5
2001,NHL,DET,DET,Detroit Red Wings,WC,CE,SC,82,51,17,10,4
2001,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,38,28,12,4
2001,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,22,44,10,6
2001,NHL,LAK,LAK,Los Angeles Kings,WC,PC,CQF,82,40,27,11,4
2001,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,26,35,12,9
2001,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CSF,82,36,31,12,3
2001,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,28,41,13,0
2001,NHL,NJD,NJD,New Jersey Devils,EC,AT,CQF,82,41,28,9,4
2001,NHL,NYI,NYI,New York Islanders,EC,AT,CQF,82,42,28,8,4
2001,NHL,NYR,NYR,New York Rangers,EC,AT,,82,36,38,4,4
2001,NHL,OTT,OTT,Ottawa Senators,EC,NE,CSF,82,39,27,9,7
2001,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CQF,82,42,27,10,3
2001,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,CQF,82,40,27,9,6
2001,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,28,41,8,5
2001,NHL,SJS,SJS,San Jose Sharks,WC,PC,CSF,82,44,27,8,3
2001,NHL,STL,STL,St. Louis Blues,WC,CE,CSF,82,43,27,8,4
2001,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,27,40,11,4
2001,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,CF,82,43,25,10,4
2001,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CQF,82,42,30,7,3
2001,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,36,33,11,2
2002,NHL,ANA,ANA,Mighty Ducks of Anaheim,WC,PC,F,82,40,27,9,6
2002,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,31,39,7,5
2002,NHL,BOS,BOS,Boston Bruins,EC,NE,CQF,82,36,31,11,4
2002,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,27,37,10,8
2002,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,29,36,13,4
2002,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,22,43,11,6
2002,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,29,42,8,3
2002,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,30,33,13,6
2002,NHL,COL,COL,Colorado Avalanche,WC,NW,CQF,82,42,19,13,8
2002,NHL,DAL,DAL,Dallas Stars,WC,PC,CSF,82,46,17,15,4
2002,NHL,DET,DET,Detroit Red Wings,WC,CE,CQF,82,48,20,10,4
2002,NHL,EDM,EDM,Edmonton Oilers,WC,NW,CQF,82,36,26,11,9
2002,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,24,36,13,9
2002,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,33,37,6,6
2002,NHL,MIN,MIN,Minnesota Wild,WC,NW,CF,82,42,29,10,1
2002,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,30,35,8,9
2002,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,27,35,13,7
2002,NHL,NJD,NJD,New Jersey Devils,EC,AT,SC,82,46,20,10,6
2002,NHL,NYI,NYI,New York Islanders,EC,AT,CQF,82,35,34,11,2
2002,NHL,NYR,NYR,New York Rangers,EC,AT,,82,32,36,10,4
2002,NHL,OTT,OTT,Ottawa Senators,EC,NE,CF,82,52,21,8,1
2002,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CSF,82,45,20,13,4
2002,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,31,35,11,5
2002,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,27,44,6,5
2002,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,28,37,9,8
2002,NHL,STL,STL,St. Louis Blues,WC,CE,CQF,82,41,24,11,6
2002,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,CSF,82,36,25,16,5
2002,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,CQF,82,44,28,7,3
2002,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CSF,82,45,23,13,1
2002,NHL,WAS,WAS,Washington Capitals,EC,SE,CQF,82,39,29,8,6
2003,NHL,ANA,ANA,Mighty Ducks of Anaheim,WC,PC,,82,29,35,10,8
2003,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,33,37,8,4
2003,NHL,BOS,BOS,Boston Bruins,EC,NE,CQF,82,41,19,15,7
2003,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,37,34,7,4
2003,NHL,CAL,CAL,Calgary Flames,WC,NW,F,82,42,30,7,3
2003,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,28,34,14,6
2003,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,25,45,8,4
2003,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,20,43,11,8
2003,NHL,COL,COL,Colorado Avalanche,WC,NW,CSF,82,40,22,13,7
2003,NHL,DAL,DAL,Dallas Stars,WC,PC,CQF,82,41,26,13,2
2003,NHL,DET,DET,Detroit Red Wings,WC,CE,CSF,82,48,21,11,2
2003,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,36,29,12,5
2003,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,28,35,15,4
2003,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,28,29,16,9
2003,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,30,29,20,3
2003,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CSF,82,41,30,7,4
2003,NHL,NAS,NAS,Nashville Predators,WC,CE,CQF,82,38,29,11,4
2003,NHL,NJD,NJD,New Jersey Devils,EC,AT,CQF,82,43,25,12,2
2003,NHL,NYI,NYI,New York Islanders,EC,AT,CQF,82,38,29,11,4
2003,NHL,NYR,NYR,New York Rangers,EC,AT,,82,27,40,7,8
2003,NHL,OTT,OTT,Ottawa Senators,EC,NE,CQF,82,43,23,10,6
2003,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CF,82,40,21,15,6
2003,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,22,36,18,6
2003,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,23,47,8,4
2003,NHL,SJS,SJS,San Jose Sharks,WC,PC,CF,82,43,21,12,6
2003,NHL,STL,STL,St. Louis Blues,WC,CE,CQF,82,39,30,11,2
2003,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,SC,82,46,22,8,6
2003,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,CSF,82,45,24,10,3
2003,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CQF,82,43,24,10,5
2003,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,23,46,10,3
2005,NHL,ANA,ANA,Mighty Ducks of Anaheim,WC,PC,CF,82,43,27,,12
2005,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,41,33,,8
2005,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,29,37,,16
2005,NHL,BUF,BUF,Buffalo Sabres,EC,NE,CF,82,52,24,,6
2005,NHL,CAL,CAL,Calgary Flames,WC,NW,CQF,82,46,25,,11
2005,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,SC,82,52,22,,8
2005,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,35,43,,4
2005,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,26,43,,13
2005,NHL,COL,COL,Colorado Avalanche,WC,NW,CSF,82,43,30,,9
2005,NHL,DAL,DAL,Dallas Stars,WC,PC,CQF,82,53,23,,6
2005,NHL,DET,DET,Detroit Red Wings,WC,CE,CQF,82,58,16,,8
2005,NHL,EDM,EDM,Edmonton Oilers,WC,NW,F,82,41,28,,13
2005,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,37,34,,11
2005,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,42,35,,5
2005,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,38,36,,8
2005,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CQF,82,42,31,,9
2005,NHL,NAS,NAS,Nashville Predators,WC,CE,CQF,82,49,25,,8
2005,NHL,NJD,NJD,New Jersey Devils,EC,AT,CSF,82,46,27,,9
2005,NHL,NYI,NYI,New York Islanders,EC,AT,,82,36,40,,6
2005,NHL,NYR,NYR,New York Rangers,EC,AT,CQF,82,44,26,,12
2005,NHL,OTT,OTT,Ottawa Senators,EC,NE,CSF,82,52,21,,9
2005,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CQF,82,45,26,,11
2005,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,38,39,,5
2005,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,22,46,,14
2005,NHL,SJS,SJS,San Jose Sharks,WC,PC,CSF,82,44,27,,11
2005,NHL,STL,STL,St. Louis Blues,WC,CE,,82,21,46,,15
2005,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,CQF,82,43,33,,6
2005,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,41,33,,8
2005,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,42,32,,8
2005,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,29,41,,12
2006,NHL,AND,ANA,Anaheim Ducks,WC,PC,SC,82,48,20,,14
2006,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,CQF,82,43,28,,11
2006,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,35,41,,6
2006,NHL,BUF,BUF,Buffalo Sabres,EC,NE,CF,82,53,22,,7
2006,NHL,CAL,CAL,Calgary Flames,WC,NW,CQF,82,43,29,,10
2006,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,40,34,,8
2006,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,33,42,,7
2006,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,31,42,,9
2006,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,44,31,,7
2006,NHL,DAL,DAL,Dallas Stars,WC,PC,CQF,82,50,25,,7
2006,NHL,DET,DET,Detroit Red Wings,WC,CE,CF,82,50,19,,13
2006,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,32,43,,7
2006,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,35,31,,16
2006,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,27,41,,14
2006,NHL,MIN,MIN,Minnesota Wild,WC,NW,CQF,82,48,26,,8
2006,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,42,34,,6
2006,NHL,NAS,NAS,Nashville Predators,WC,CE,CQF,82,51,23,,8
2006,NHL,NJD,NJD,New Jersey Devils,EC,AT,CSF,82,49,24,,9
2006,NHL,NYI,NYI,New York Islanders,EC,AT,CQF,82,40,30,,12
2006,NHL,NYR,NYR,New York Rangers,EC,AT,CSF,82,42,30,,10
2006,NHL,OTT,OTT,Ottawa Senators,EC,NE,F,82,48,25,,9
2006,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,22,48,,12
2006,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,31,46,,5
2006,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,CQF,82,47,24,,11
2006,NHL,SJS,SJS,San Jose Sharks,WC,PC,CSF,82,51,26,,5
2006,NHL,STL,STL,St. Louis Blues,WC,CE,,82,34,35,,13
2006,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,CQF,82,44,33,,5
2006,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,40,31,,11
2006,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CSF,82,49,26,,7
2006,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,28,40,,14
2007,NHL,AND,ANA,Anaheim Ducks,WC,PC,CQF,82,47,27,,8
2007,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,34,40,,8
2007,NHL,BOS,BOS,Boston Bruins,EC,NE,CQF,82,41,29,,12
2007,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,39,31,,12
2007,NHL,CAL,CAL,Calgary Flames,WC,NW,CQF,82,42,30,,10
2007,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,43,33,,6
2007,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,34,36,,12
2007,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,40,34,,8
2007,NHL,COL,COL,Colorado Avalanche,WC,NW,CSF,82,44,31,,7
2007,NHL,DAL,DAL,Dallas Stars,WC,PC,CF,82,45,30,,7
2007,NHL,DET,DET,Detroit Red Wings,WC,CE,SC,82,54,21,,7
2007,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,41,35,,6
2007,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,38,35,,9
2007,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,32,43,,7
2007,NHL,MIN,MIN,Minnesota Wild,WC,NW,CQF,82,44,28,,10
2007,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CSF,82,47,25,,10
2007,NHL,NAS,NAS,Nashville Predators,WC,CE,CQF,82,41,32,,9
2007,NHL,NJD,NJD,New Jersey Devils,EC,AT,CQF,82,46,29,,7
2007,NHL,NYI,NYI,New York Islanders,EC,AT,,82,35,38,,9
2007,NHL,NYR,NYR,New York Rangers,EC,AT,CSF,82,42,27,,13
2007,NHL,OTT,OTT,Ottawa Senators,EC,NE,CQF,82,43,31,,8
2007,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CF,82,42,29,,11
2007,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,38,37,,7
2007,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,F,82,47,27,,8
2007,NHL,SJS,SJS,San Jose Sharks,WC,PC,CSF,82,49,23,,10
2007,NHL,STL,STL,St. Louis Blues,WC,CE,,82,33,36,,13
2007,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,31,42,,9
2007,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,36,35,,11
2007,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,39,33,,10
2007,NHL,WAS,WAS,Washington Capitals,EC,SE,CQF,82,43,31,,8
2008,NHL,AND,ANA,Anaheim Ducks,WC,PC,CSF,82,42,33,,7
2008,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,35,41,,6
2008,NHL,BOS,BOS,Boston Bruins,EC,NE,CSF,82,53,19,,10
2008,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,41,32,,9
2008,NHL,CAL,CAL,Calgary Flames,WC,NW,CQF,82,46,30,,6
2008,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,CF,82,45,30,,7
2008,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,CQF,82,41,31,,10
2008,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,CF,82,46,24,,12
2008,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,32,45,,5
2008,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,36,35,,11
2008,NHL,DET,DET,Detroit Red Wings,WC,CE,F,82,51,21,,10
2008,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,38,35,,9
2008,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,41,30,,11
2008,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,34,37,,11
2008,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,40,33,,9
2008,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CQF,82,41,30,,11
2008,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,40,34,,8
2008,NHL,NJD,NJD,New Jersey Devils,EC,AT,CQF,82,51,27,,4
2008,NHL,NYI,NYI,New York Islanders,EC,AT,,82,26,47,,9
2008,NHL,NYR,NYR,New York Rangers,EC,AT,CQF,82,43,30,,9
2008,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,36,35,,11
2008,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CQF,82,44,27,,11
2008,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,36,39,,7
2008,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,SC,82,45,28,,9
2008,NHL,SJS,SJS,San Jose Sharks,WC,PC,CQF,82,53,18,,11
2008,NHL,STL,STL,St. Louis Blues,WC,CE,CQF,82,41,31,,10
2008,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,24,40,,18
2008,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,34,35,,13
2008,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CSF,82,45,27,,10
2008,NHL,WAS,WAS,Washington Capitals,EC,SE,CSF,82,50,24,,8
2009,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,39,32,,11
2009,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,35,34,,13
2009,NHL,BOS,BOS,Boston Bruins,EC,NE,CSF,82,39,30,,13
2009,NHL,BUF,BUF,Buffalo Sabres,EC,NE,CQF,82,45,27,,10
2009,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,40,32,,10
2009,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,35,37,,10
2009,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,32,35,,15
2009,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,SC,82,52,22,,8
2009,NHL,COL,COL,Colorado Avalanche,WC,NW,CQF,82,43,30,,9
2009,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,37,31,,14
2009,NHL,DET,DET,Detroit Red Wings,WC,CE,CSF,82,44,24,,14
2009,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,27,47,,8
2009,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,32,37,,13
2009,NHL,LAK,LAK,Los Angeles Kings,WC,PC,CQF,82,46,27,,9
2009,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,38,36,,8
2009,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CF,82,39,33,,10
2009,NHL,NAS,NAS,Nashville Predators,WC,CE,CQF,82,47,29,,6
2009,NHL,NJD,NJD,New Jersey Devils,EC,AT,CQF,82,48,27,,7
2009,NHL,NYI,NYI,New York Islanders,EC,AT,,82,34,37,,11
2009,NHL,NYR,NYR,New York Rangers,EC,AT,,82,38,33,,11
2009,NHL,OTT,OTT,Ottawa Senators,EC,NE,CQF,82,44,32,,6
2009,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,F,82,41,35,,6
2009,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,CQF,82,50,25,,7
2009,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,CSF,82,47,28,,7
2009,NHL,SJS,SJS,San Jose Sharks,WC,PC,CF,82,51,20,,11
2009,NHL,STL,STL,St. Louis Blues,WC,CE,,82,40,32,,10
2009,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,34,36,,12
2009,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,30,38,,14
2009,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CSF,82,49,28,,5
2009,NHL,WAS,WAS,Washington Capitals,EC,SE,CQF,82,54,15,,13
2010,NHL,AND,ANA,Anaheim Ducks,WC,PC,CQF,82,47,30,,5
2010,NHL,ATL,WPG,Atlanta Thrashers,EC,SE,,82,34,36,,12
2010,NHL,BOS,BOS,Boston Bruins,EC,NE,SC,82,46,25,,11
2010,NHL,BUF,BUF,Buffalo Sabres,EC,NE,CQF,82,43,29,,10
2010,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,41,29,,12
2010,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,40,31,,11
2010,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,34,35,,13
2010,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,CQF,82,44,29,,9
2010,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,30,44,,8
2010,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,42,29,,11
2010,NHL,DET,DET,Detroit Red Wings,WC,CE,CSF,82,47,25,,10
2010,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,25,45,,12
2010,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,30,40,,12
2010,NHL,LAK,LAK,Los Angeles Kings,WC,PC,CQF,82,46,30,,6
2010,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,39,35,,8
2010,NHL,MTL,MTL,Montreal Canadiens,EC,NE,CQF,82,44,30,,8
2010,NHL,NAS,NAS,Nashville Predators,WC,CE,CSF,82,44,27,,11
2010,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,38,39,,5
2010,NHL,NYI,NYI,New York Islanders,EC,AT,,82,30,39,,13
2010,NHL,NYR,NYR,New York Rangers,EC,AT,CQF,82,44,33,,5
2010,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,32,40,,10
2010,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CSF,82,47,23,,12
2010,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,CQF,82,43,26,,13
2010,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,CQF,82,49,25,,8
2010,NHL,SJS,SJS,San Jose Sharks,WC,PC,CF,82,48,25,,9
2010,NHL,STL,STL,St. Louis Blues,WC,CE,,82,38,33,,11
2010,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,CF,82,46,25,,11
2010,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,37,34,,11
2010,NHL,VAN,VAN,Vancouver Canucks,WC,NW,F,82,54,19,,9
2010,NHL,WAS,WAS,Washington Capitals,EC,SE,CSF,82,48,23,,11
2011,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,34,36,,12
