yearID,lgID,tmID,franchID,name,confID,divID,playoff,G,W,L,T,OTL
2011,NHL,BOS,BOS,Boston Bruins,EC,NE,CQF,82,49,29,,4
2011,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,39,32,,11
2011,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,37,29,,16
2011,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,33,33,,16
2011,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,29,46,,7
2011,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,CQF,82,45,26,,11
2011,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,41,35,,6
2011,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,42,35,,5
2011,NHL,DET,DET,Detroit Red Wings,WC,CE,CQF,82,48,28,,6
2011,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,32,40,,10
2011,NHL,FLO,FLO,Florida Panthers,EC,SE,CQF,82,38,26,,18
2011,NHL,LAK,LAK,Los Angeles Kings,WC,PC,SC,82,40,27,,15
2011,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,35,36,,11
2011,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,31,35,,16
2011,NHL,NAS,NAS,Nashville Predators,WC,CE,CSF,82,48,26,,8
2011,NHL,NJD,NJD,New Jersey Devils,EC,AT,F,82,48,28,,6
2011,NHL,NYI,NYI,New York Islanders,EC,AT,,82,34,37,,11
2011,NHL,NYR,NYR,New York Rangers,EC,AT,CF,82,51,24,,7
2011,NHL,OTT,OTT,Ottawa Senators,EC,NE,CQF,82,41,31,,10
2011,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,CSF,82,47,26,,9
2011,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,CF,82,42,27,,13
2011,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,CQF,82,51,25,,6
2011,NHL,SJS,SJS,San Jose Sharks,WC,PC,CQF,82,43,29,,10
2011,NHL,STL,STL,St. Louis Blues,WC,CE,CSF,82,49,22,,11
2011,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,38,36,,8
2011,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,35,37,,10
2011,NHL,VAN,VAN,Vancouver Canucks,WC,NW,CQF,82,51,22,,9
2011,NHL,WAS,WAS,Washington Capitals,EC,SE,CSF,82,42,32,,8
2011,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,37,35,,10
2012,NHL,AND,ANA,Anaheim Ducks,WC,PC,,48,30,12,,6
2012,NHL,BOS,BOS,Boston Bruins,EC,NE,F,48,28,14,,6
2012,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,48,21,21,,6
2012,NHL,CAL,CAL,Calgary Flames,WC,NW,,48,19,25,,4
2012,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,48,19,25,,4
2012,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,48,24,17,,7
2012,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,SC,48,36,7,,5
2012,NHL,COL,COL,Colorado Avalanche,WC,NW,,48,16,25,,7
2012,NHL,DAL,DAL,Dallas Stars,WC,PC,,48,22,22,,4
2012,NHL,DET,DET,Detroit Red Wings,WC,CE,,48,24,16,,8
2012,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,48,19,22,,7
2012,NHL,FLO,FLO,Florida Panthers,EC,SE,,48,15,27,,6
2012,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,48,27,16,,5
2012,NHL,MIN,MIN,Minnesota Wild,WC,NW,,48,26,19,,3
2012,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,48,29,14,,5
2012,NHL,NAS,NAS,Nashville Predators,WC,CE,,48,16,23,,9
2012,NHL,NJD,NJD,New Jersey Devils,EC,AT,,48,19,19,,10
2012,NHL,NYI,NYI,New York Islanders,EC,AT,,48,24,17,,7
2012,NHL,NYR,NYR,New York Rangers,EC,AT,,48,26,18,,4
2012,NHL,OTT,OTT,Ottawa Senators,EC,NE,,48,25,17,,6
2012,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,48,23,22,,3
2012,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,48,21,18,,9
2012,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,48,36,12,,0
2012,NHL,SJS,SJS,San Jose Sharks,WC,PC,,48,25,16,,7
2012,NHL,STL,STL,St. Louis Blues,WC,CE,,48,29,17,,2
2012,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,48,18,26,,4
2012,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,48,26,17,,5
2012,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,48,26,15,,7
2012,NHL,WAS,WAS,Washington Capitals,EC,SE,,48,27,18,,3
2012,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,48,24,21,,3
2013,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,54,20,,8
2013,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,54,19,,9
2013,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,21,51,,10
2013,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,35,40,,7
2013,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,36,35,,11
2013,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,46,21,,15
2013,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,52,22,,8
2013,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,43,32,,7
2013,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,40,31,,11
2013,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,39,28,,15
2013,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,29,44,,9
2013,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,29,45,,8
2013,NHL,LAK,LAK,Los Angeles Kings,WC,PC,SC,82,46,28,,8
2013,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,43,27,,12
2013,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,46,28,,8
2013,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,38,32,,12
2013,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,35,29,,18
2013,NHL,NYI,NYI,New York Islanders,EC,AT,,82,34,37,,11
2013,NHL,NYR,NYR,New York Rangers,EC,AT,F,82,45,31,,6
2013,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,37,31,,14
2013,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,42,30,,10
2013,NHL,PHO,PHO,Phoenix Coyotes,WC,PC,,82,37,30,,15
2013,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,51,24,,7
2013,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,51,22,,9
2013,NHL,STL,STL,St. Louis Blues,WC,CE,,82,52,23,,7
2013,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,46,27,,9
2013,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,38,36,,8
2013,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,36,35,,11
2013,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,38,30,,14
2013,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,37,35,,10
2014,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,51,24,,7
2014,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,82,24,50,,8
2014,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,41,27,,14
2014,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,23,51,,8
2014,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,45,30,,7
2014,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,30,41,,11
2014,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,SC,82,48,28,,6
2014,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,39,31,,12
2014,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,42,35,,5
2014,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,41,31,,10
2014,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,43,25,,14
2014,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,24,44,,14
2014,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,38,29,,15
2014,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,40,27,,15
2014,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,46,28,,8
2014,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,50,22,,10
2014,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,47,25,,10
2014,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,32,36,,14
2014,NHL,NYI,NYI,New York Islanders,EC,AT,,82,47,28,,7
2014,NHL,NYR,NYR,New York Rangers,EC,AT,,82,53,22,,7
2014,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,43,26,,13
2014,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,33,31,,18
2014,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,43,27,,12
2014,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,40,33,,9
2014,NHL,STL,STL,St. Louis Blues,WC,CE,,82,51,24,,7
2014,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,F,82,50,24,,8
2014,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,30,44,,8
2014,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,48,29,,5
2014,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,45,26,,11
2014,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,43,26,,13
2015,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,46,25,,11
2015,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,82,35,39,,8
2015,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,42,31,,9
2015,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,35,36,,11
2015,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,35,40,,7
2015,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,35,31,,16
2015,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,47,26,,9
2015,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,39,39,,4
2015,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,34,40,,8
2015,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,50,23,,9
2015,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,41,30,,11
2015,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,31,43,,8
2015,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,47,26,,9
2015,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,48,28,,6
2015,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,38,33,,11
2015,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,38,38,,6
2015,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,41,27,,14
2015,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,38,36,,8
2015,NHL,NYI,NYI,New York Islanders,EC,AT,,82,45,27,,10
2015,NHL,NYR,NYR,New York Rangers,EC,AT,,82,46,27,,9
2015,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,38,35,,9
2015,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,41,27,,14
2015,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,SC,82,48,26,,8
2015,NHL,SJS,SJS,San Jose Sharks,WC,PC,F,82,46,30,,6
2015,NHL,STL,STL,St. Louis Blues,WC,CE,,82,49,24,,9
2015,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,46,31,,5
2015,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,29,42,,11
2015,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,31,38,,13
2015,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,56,18,,8
2015,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,35,39,,8
2016,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,46,23,,13
2016,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,82,30,42,,10
2016,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,44,31,,7
2016,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,33,37,,12
2016,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,45,33,,4
2016,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,36,31,,15
2016,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,50,23,,9
2016,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,22,56,,4
2016,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,50,24,,8
2016,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,34,37,,11
2016,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,33,36,,13
2016,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,47,26,,9
2016,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,35,36,,11
2016,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,39,35,,8
2016,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,49,25,,8
2016,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,47,26,,9
2016,NHL,NAS,NAS,Nashville Predators,WC,CE,F,82,41,29,,12
2016,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,28,40,,14
2016,NHL,NYI,NYI,New York Islanders,EC,AT,,82,41,29,,12
2016,NHL,NYR,NYR,New York Rangers,EC,AT,,82,48,28,,6
2016,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,44,28,,10
2016,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,39,33,,10
2016,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,SC,82,50,21,,11
2016,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,46,29,,7
2016,NHL,STL,STL,St. Louis Blues,WC,CE,,82,46,29,,7
2016,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,42,30,,10
2016,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,40,27,,15
2016,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,30,43,,9
2016,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,55,19,,8
2016,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,40,35,,7
2017,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,44,25,,13
2017,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,82,29,41,,12
2017,NHL,BOS,BOS,Boston Bruins,EC,NE,,82,50,20,,12
2017,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,25,45,,12
2017,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,37,35,,10
2017,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,36,35,,11
2017,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,33,39,,10
2017,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,43,30,,9
2017,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,45,30,,7
2017,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,42,32,,8
2017,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,30,39,,13
2017,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,36,40,,6
2017,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,44,30,,8
2017,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,45,29,,8
2017,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,45,26,,11
2017,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,29,40,,13
2017,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,53,18,,11
2017,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,44,29,,9
2017,NHL,NYI,NYI,New York Islanders,EC,AT,,82,35,37,,10
2017,NHL,NYR,NYR,New York Rangers,EC,AT,,82,34,39,,9
2017,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,28,43,,11
2017,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,42,26,,14
2017,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,47,29,,6
2017,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,45,27,,10
2017,NHL,STL,STL,St. Louis Blues,WC,CE,,82,44,32,,6
2017,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,54,23,,5
2017,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,49,26,,7
2017,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,31,40,,11
2017,NHL,VGK,VGK,Vegas Golden Knights,WC,PC,F,82,51,24,,7
2017,NHL,WAS,WAS,Washington Capitals,EC,SE,SC,82,49,26,,7
2017,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,52,20,,10
2018,NHL,AND,ANA,Anaheim Ducks,WC,PC,,82,35,37,,10
2018,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,82,39,35,,8
2018,NHL,BOS,BOS,Boston Bruins,EC,NE,F,82,49,24,,9
2018,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,82,33,39,,10
2018,NHL,CAL,CAL,Calgary Flames,WC,NW,,82,50,25,,7
2018,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,82,46,29,,7
2018,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,82,36,34,,12
2018,NHL,COL,COL,Colorado Avalanche,WC,NW,,82,38,30,,14
2018,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,82,47,31,,4
2018,NHL,DAL,DAL,Dallas Stars,WC,PC,,82,43,32,,7
2018,NHL,DET,DET,Detroit Red Wings,WC,CE,,82,32,40,,10
2018,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,82,35,38,,9
2018,NHL,FLO,FLO,Florida Panthers,EC,SE,,82,36,32,,14
2018,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,82,31,42,,9
2018,NHL,MIN,MIN,Minnesota Wild,WC,NW,,82,37,36,,9
2018,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,82,44,30,,8
2018,NHL,NAS,NAS,Nashville Predators,WC,CE,,82,47,29,,6
2018,NHL,NJD,NJD,New Jersey Devils,EC,AT,,82,31,41,,10
2018,NHL,NYI,NYI,New York Islanders,EC,AT,,82,48,27,,7
2018,NHL,NYR,NYR,New York Rangers,EC,AT,,82,32,36,,14
2018,NHL,OTT,OTT,Ottawa Senators,EC,NE,,82,29,47,,6
2018,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,82,37,37,,8
2018,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,82,44,26,,12
2018,NHL,SJS,SJS,San Jose Sharks,WC,PC,,82,46,27,,9
2018,NHL,STL,STL,St. Louis Blues,WC,CE,SC,82,45,28,,9
2018,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,,82,62,16,,4
2018,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,82,46,28,,8
2018,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,82,35,36,,11
2018,NHL,VGK,VGK,Vegas Golden Knights,WC,PC,,82,43,32,,7
2018,NHL,WAS,WAS,Washington Capitals,EC,SE,,82,48,26,,8
2018,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,82,47,30,,5
2019,NHL,AND,ANA,Anaheim Ducks,WC,PC,,71,29,33,,9
2019,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,70,33,29,,8
2019,NHL,BOS,BOS,Boston Bruins,EC,NE,,70,44,14,,12
2019,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,69,30,31,,8
2019,NHL,CAL,CAL,Calgary Flames,WC,NW,,70,36,27,,7
2019,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,68,38,25,,5
2019,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,70,32,30,,8
2019,NHL,COL,COL,Colorado Avalanche,WC,NW,,70,42,20,,8
2019,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,70,33,22,,15
2019,NHL,DAL,DAL,Dallas Stars,WC,PC,F,69,37,24,,8
2019,NHL,DET,DET,Detroit Red Wings,WC,CE,,71,17,49,,5
2019,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,71,37,25,,9
2019,NHL,FLO,FLO,Florida Panthers,EC,SE,,69,35,26,,8
2019,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,70,29,35,,6
2019,NHL,MIN,MIN,Minnesota Wild,WC,NW,,69,35,27,,7
2019,NHL,MTL,MTL,Montreal Canadiens,EC,NE,,71,31,31,,9
2019,NHL,NAS,NAS,Nashville Predators,WC,CE,,69,35,26,,8
2019,NHL,NJD,NJD,New Jersey Devils,EC,AT,,69,28,29,,12
2019,NHL,NYI,NYI,New York Islanders,EC,AT,,68,35,23,,10
2019,NHL,NYR,NYR,New York Rangers,EC,AT,,70,37,28,,5
2019,NHL,OTT,OTT,Ottawa Senators,EC,NE,,71,25,34,,12
2019,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,69,41,21,,7
2019,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,69,40,23,,6
2019,NHL,SJS,SJS,San Jose Sharks,WC,PC,,70,29,36,,5
2019,NHL,STL,STL,St. Louis Blues,WC,CE,,71,42,19,,10
2019,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,SC,70,43,21,,6
2019,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,70,36,25,,9
2019,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,69,36,27,,6
2019,NHL,VGK,VGK,Vegas Golden Knights,WC,PC,,71,39,24,,8
2019,NHL,WAS,WAS,Washington Capitals,EC,SE,,69,41,20,,8
2019,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,71,37,28,,6
2020,NHL,AND,ANA,Anaheim Ducks,WC,PC,,56,17,30,,9
2020,NHL,PHO,PHO,Arizona Coyotes,WC,PC,,56,24,26,,6
2020,NHL,BOS,BOS,Boston Bruins,EC,NE,,56,33,16,,7
2020,NHL,BUF,BUF,Buffalo Sabres,EC,NE,,56,15,34,,7
2020,NHL,CAL,CAL,Calgary Flames,WC,NW,,56,26,27,,3
2020,NHL,CAR,CAR,Carolina Hurricanes,EC,SE,,56,36,12,,8
2020,NHL,CHI,CHI,Chicago Blackhawks,WC,CE,,56,24,25,,7
2020,NHL,COL,COL,Colorado Avalanche,WC,NW,,56,39,13,,4
2020,NHL,CBS,CBS,Columbus Blue Jackets,WC,CE,,56,18,26,,12
2020,NHL,DAL,DAL,Dallas Stars,WC,PC,,56,23,19,,14
2020,NHL,DET,DET,Detroit Red Wings,WC,CE,,56,19,27,,10
2020,NHL,EDM,EDM,Edmonton Oilers,WC,NW,,56,35,19,,2
2020,NHL,FLO,FLO,Florida Panthers,EC,SE,,56,37,14,,5
2020,NHL,LAK,LAK,Los Angeles Kings,WC,PC,,56,21,28,,7
2020,NHL,MIN,MIN,Minnesota Wild,WC,NW,,56,35,16,,5
2020,NHL,MTL,MTL,Montreal Canadiens,EC,NE,F,56,24,21,,11
2020,NHL,NAS,NAS,Nashville Predators,WC,CE,,56,31,23,,2
2020,NHL,NJD,NJD,New Jersey Devils,EC,AT,,56,19,30,,7
2020,NHL,NYI,NYI,New York Islanders,EC,AT,,56,32,17,,7
2020,NHL,NYR,NYR,New York Rangers,EC,AT,,56,27,23,,6
2020,NHL,OTT,OTT,Ottawa Senators,EC,NE,,56,23,28,,5
2020,NHL,PHI,PHI,Philadelphia Flyers,EC,AT,,56,25,23,,8
2020,NHL,PIT,PIT,Pittsburgh Penguins,EC,AT,,56,37,16,,3
2020,NHL,SJS,SJS,San Jose Sharks,WC,PC,,56,21,28,,7
2020,NHL,STL,STL,St. Louis Blues,WC,CE,,56,27,20,,9
2020,NHL,TBL,TBL,Tampa Bay Lightning,EC,SE,SC,56,36,17,,3
2020,NHL,TOR,TOR,Toronto Maple Leafs,EC,NE,,56,35,14,,7
2020,NHL,VAN,VAN,Vancouver Canucks,WC,NW,,56,23,29,,4
2020,NHL,VGK,VGK,Vegas Golden Knights,WC,PC,,56,40,14,,2
2020,NHL,WAS,WAS,Washington Capitals,EC,SE,,56,36,15,,5
2020,NHL,WPG,WPG,Winnipeg Jets,EC,SE,,56,30,23,,3
